2025-01-06 20:13:57 status unpacked libbz2-1.0:amd64 1.0.8-5.1
2025-01-06 20:13:57 status half-configured libbz2-1.0:amd64 1.0.8-5.1
2025-01-06 20:13:57 status installed libbz2-1.0:amd64 1.0.8-5.1
2025-01-06 20:13:57 configure libblkid1:amd64 2.39.3-9ubuntu6 <none>
2025-01-06 20:13:57 status unpacked libblkid1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status half-configured libblkid1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status installed libblkid1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 configure libtinfo6:amd64 6.4+20240113-1ubuntu2 <none>
2025-01-06 20:13:57 status unpacked libtinfo6:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 status half-configured libtinfo6:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 status installed libtinfo6:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 configure libzstd1:amd64 1.5.5+dfsg2-2build1 <none>
2025-01-06 20:13:57 status unpacked libzstd1:amd64 1.5.5+dfsg2-2build1
2025-01-06 20:13:57 status half-configured libzstd1:amd64 1.5.5+dfsg2-2build1
2025-01-06 20:13:57 status installed libzstd1:amd64 1.5.5+dfsg2-2build1
2025-01-06 20:13:57 configure liblzma5:amd64 5.6.1+really5.4.5-1 <none>
2025-01-06 20:13:57 status unpacked liblzma5:amd64 5.6.1+really5.4.5-1
2025-01-06 20:13:57 status half-configured liblzma5:amd64 5.6.1+really5.4.5-1
2025-01-06 20:13:57 status installed liblzma5:amd64 5.6.1+really5.4.5-1
2025-01-06 20:13:57 configure libgpg-error0:amd64 1.47-3build2 <none>
2025-01-06 20:13:57 status unpacked libgpg-error0:amd64 1.47-3build2
2025-01-06 20:13:57 status half-configured libgpg-error0:amd64 1.47-3build2
2025-01-06 20:13:57 status installed libgpg-error0:amd64 1.47-3build2
2025-01-06 20:13:57 configure libssl3t64:amd64 3.0.13-0ubuntu3 <none>
2025-01-06 20:13:57 status unpacked libssl3t64:amd64 3.0.13-0ubuntu3
2025-01-06 20:13:57 status half-configured libssl3t64:amd64 3.0.13-0ubuntu3
2025-01-06 20:13:57 status installed libssl3t64:amd64 3.0.13-0ubuntu3
2025-01-06 20:13:57 configure liblz4-1:amd64 1.9.4-1build1 <none>
2025-01-06 20:13:57 status unpacked liblz4-1:amd64 1.9.4-1build1
2025-01-06 20:13:57 status half-configured liblz4-1:amd64 1.9.4-1build1
2025-01-06 20:13:57 status installed liblz4-1:amd64 1.9.4-1build1
2025-01-06 20:13:57 configure libc-bin:amd64 2.39-0ubuntu8 <none>
2025-01-06 20:13:57 status unpacked libc-bin:amd64 2.39-0ubuntu8
2025-01-06 20:13:57 status half-configured libc-bin:amd64 2.39-0ubuntu8
2025-01-06 20:13:57 status installed libc-bin:amd64 2.39-0ubuntu8
2025-01-06 20:13:57 configure ncurses-bin:amd64 6.4+20240113-1ubuntu2 <none>
2025-01-06 20:13:57 status unpacked ncurses-bin:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 status half-configured ncurses-bin:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 status installed ncurses-bin:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 configure libacl1:amd64 2.3.2-1build1 <none>
2025-01-06 20:13:57 status triggers-pending libc-bin:amd64 2.39-0ubuntu8
2025-01-06 20:13:57 status unpacked libacl1:amd64 2.3.2-1build1
2025-01-06 20:13:57 status half-configured libacl1:amd64 2.3.2-1build1
2025-01-06 20:13:57 status installed libacl1:amd64 2.3.2-1build1
2025-01-06 20:13:57 configure libsmartcols1:amd64 2.39.3-9ubuntu6 <none>
2025-01-06 20:13:57 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status half-configured libsmartcols1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status installed libsmartcols1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 configure libgcrypt20:amd64 1.10.3-2build1 <none>
2025-01-06 20:13:57 status unpacked libgcrypt20:amd64 1.10.3-2build1
2025-01-06 20:13:57 status half-configured libgcrypt20:amd64 1.10.3-2build1
2025-01-06 20:13:57 status installed libgcrypt20:amd64 1.10.3-2build1
2025-01-06 20:13:57 configure zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2 <none>
2025-01-06 20:13:57 status unpacked zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2025-01-06 20:13:57 status half-configured zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2025-01-06 20:13:57 status installed zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2025-01-06 20:13:57 configure libcrypt1:amd64 1:4.4.36-4build1 <none>
2025-01-06 20:13:57 status unpacked libcrypt1:amd64 1:4.4.36-4build1
2025-01-06 20:13:57 status half-configured libcrypt1:amd64 1:4.4.36-4build1
2025-01-06 20:13:57 status installed libcrypt1:amd64 1:4.4.36-4build1
2025-01-06 20:13:57 configure libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2025-01-06 20:13:57 status unpacked libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status half-configured libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status installed libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 configure diffutils:amd64 1:3.10-1build1 <none>
2025-01-06 20:13:57 status unpacked diffutils:amd64 1:3.10-1build1
2025-01-06 20:13:57 status half-configured diffutils:amd64 1:3.10-1build1
2025-01-06 20:13:57 status installed diffutils:amd64 1:3.10-1build1
2025-01-06 20:13:57 configure libcap2:amd64 1:2.66-5ubuntu2 <none>
2025-01-06 20:13:57 status unpacked libcap2:amd64 1:2.66-5ubuntu2
2025-01-06 20:13:57 status half-configured libcap2:amd64 1:2.66-5ubuntu2
2025-01-06 20:13:57 status installed libcap2:amd64 1:2.66-5ubuntu2
2025-01-06 20:13:57 configure hostname:amd64 3.23+nmu2ubuntu2 <none>
2025-01-06 20:13:57 status unpacked hostname:amd64 3.23+nmu2ubuntu2
2025-01-06 20:13:57 status half-configured hostname:amd64 3.23+nmu2ubuntu2
2025-01-06 20:13:57 status installed hostname:amd64 3.23+nmu2ubuntu2
2025-01-06 20:13:57 configure libcap-ng0:amd64 0.8.4-2build2 <none>
2025-01-06 20:13:57 status unpacked libcap-ng0:amd64 0.8.4-2build2
2025-01-06 20:13:57 status half-configured libcap-ng0:amd64 0.8.4-2build2
2025-01-06 20:13:57 status installed libcap-ng0:amd64 0.8.4-2build2
2025-01-06 20:13:57 configure libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6 <none>
2025-01-06 20:13:57 status unpacked libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2025-01-06 20:13:57 status half-configured libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2025-01-06 20:13:57 status installed libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2025-01-06 20:13:57 configure libaudit1:amd64 1:3.1.2-2.1build1 <none>
2025-01-06 20:13:57 status unpacked libaudit1:amd64 1:3.1.2-2.1build1
2025-01-06 20:13:57 status half-configured libaudit1:amd64 1:3.1.2-2.1build1
2025-01-06 20:13:57 status installed libaudit1:amd64 1:3.1.2-2.1build1
2025-01-06 20:13:57 configure libuuid1:amd64 2.39.3-9ubuntu6 <none>
2025-01-06 20:13:57 status unpacked libuuid1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status half-configured libuuid1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status installed libuuid1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 configure libss2:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2025-01-06 20:13:57 status unpacked libss2:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status half-configured libss2:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status installed libss2:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 configure libsepol2:amd64 3.5-2build1 <none>
2025-01-06 20:13:57 status unpacked libsepol2:amd64 3.5-2build1
2025-01-06 20:13:57 status half-configured libsepol2:amd64 3.5-2build1
2025-01-06 20:13:57 status installed libsepol2:amd64 3.5-2build1
2025-01-06 20:13:57 configure libpcre2-8-0:amd64 10.42-4ubuntu2 <none>
2025-01-06 20:13:57 status unpacked libpcre2-8-0:amd64 10.42-4ubuntu2
2025-01-06 20:13:57 status half-configured libpcre2-8-0:amd64 10.42-4ubuntu2
2025-01-06 20:13:57 status installed libpcre2-8-0:amd64 10.42-4ubuntu2
2025-01-06 20:13:57 configure libncursesw6:amd64 6.4+20240113-1ubuntu2 <none>
2025-01-06 20:13:57 status unpacked libncursesw6:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 status half-configured libncursesw6:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 status installed libncursesw6:amd64 6.4+20240113-1ubuntu2
2025-01-06 20:13:57 configure logsave:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2025-01-06 20:13:57 status unpacked logsave:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status half-configured logsave:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status installed logsave:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 configure libudev1:amd64 255.4-1ubuntu8 <none>
2025-01-06 20:13:57 status unpacked libudev1:amd64 255.4-1ubuntu8
2025-01-06 20:13:57 status half-configured libudev1:amd64 255.4-1ubuntu8
2025-01-06 20:13:57 status installed libudev1:amd64 255.4-1ubuntu8
2025-01-06 20:13:57 configure base-files:amd64 13ubuntu10 <none>
2025-01-06 20:13:57 status unpacked base-files:amd64 13ubuntu10
2025-01-06 20:13:57 status half-configured base-files:amd64 13ubuntu10
2025-01-06 20:13:57 status installed base-files:amd64 13ubuntu10
2025-01-06 20:13:57 configure bash:amd64 5.2.21-2ubuntu4 <none>
2025-01-06 20:13:57 status unpacked bash:amd64 5.2.21-2ubuntu4
2025-01-06 20:13:57 status half-configured bash:amd64 5.2.21-2ubuntu4
2025-01-06 20:13:57 status installed bash:amd64 5.2.21-2ubuntu4
2025-01-06 20:13:57 configure grep:amd64 3.11-4build1 <none>
2025-01-06 20:13:57 status unpacked grep:amd64 3.11-4build1
2025-01-06 20:13:57 status half-configured grep:amd64 3.11-4build1
2025-01-06 20:13:57 status installed grep:amd64 3.11-4build1
2025-01-06 20:13:57 configure e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2025-01-06 20:13:57 status unpacked e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status half-configured e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 status installed e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2025-01-06 20:13:57 configure libsystemd0:amd64 255.4-1ubuntu8 <none>
2025-01-06 20:13:57 status unpacked libsystemd0:amd64 255.4-1ubuntu8
2025-01-06 20:13:57 status half-configured libsystemd0:amd64 255.4-1ubuntu8
2025-01-06 20:13:57 status installed libsystemd0:amd64 255.4-1ubuntu8
2025-01-06 20:13:57 configure libselinux1:amd64 3.5-2ubuntu2 <none>
2025-01-06 20:13:57 status unpacked libselinux1:amd64 3.5-2ubuntu2
2025-01-06 20:13:57 status half-configured libselinux1:amd64 3.5-2ubuntu2
2025-01-06 20:13:57 status installed libselinux1:amd64 3.5-2ubuntu2
2025-01-06 20:13:57 configure libpam0g:amd64 1.5.3-5ubuntu5 <none>
2025-01-06 20:13:57 status unpacked libpam0g:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:57 status half-configured libpam0g:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:57 status installed libpam0g:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:57 configure sed:amd64 4.9-2build1 <none>
2025-01-06 20:13:57 status unpacked sed:amd64 4.9-2build1
2025-01-06 20:13:57 status half-configured sed:amd64 4.9-2build1
2025-01-06 20:13:57 status installed sed:amd64 4.9-2build1
2025-01-06 20:13:57 configure libproc2-0:amd64 2:4.0.4-4ubuntu3 <none>
2025-01-06 20:13:57 status unpacked libproc2-0:amd64 2:4.0.4-4ubuntu3
2025-01-06 20:13:57 status half-configured libproc2-0:amd64 2:4.0.4-4ubuntu3
2025-01-06 20:13:57 status installed libproc2-0:amd64 2:4.0.4-4ubuntu3
2025-01-06 20:13:57 configure findutils:amd64 4.9.0-5build1 <none>
2025-01-06 20:13:57 status unpacked findutils:amd64 4.9.0-5build1
2025-01-06 20:13:57 status half-configured findutils:amd64 4.9.0-5build1
2025-01-06 20:13:57 status installed findutils:amd64 4.9.0-5build1
2025-01-06 20:13:57 configure libmount1:amd64 2.39.3-9ubuntu6 <none>
2025-01-06 20:13:57 status unpacked libmount1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status half-configured libmount1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 status installed libmount1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:57 configure procps:amd64 2:4.0.4-4ubuntu3 <none>
2025-01-06 20:13:57 status unpacked procps:amd64 2:4.0.4-4ubuntu3
2025-01-06 20:13:58 status half-configured procps:amd64 2:4.0.4-4ubuntu3
2025-01-06 20:13:58 status installed procps:amd64 2:4.0.4-4ubuntu3
2025-01-06 20:13:58 configure libsemanage2:amd64 3.5-1build5 <none>
2025-01-06 20:13:58 status unpacked libsemanage2:amd64 3.5-1build5
2025-01-06 20:13:58 status half-configured libsemanage2:amd64 3.5-1build5
2025-01-06 20:13:58 status installed libsemanage2:amd64 3.5-1build5
2025-01-06 20:13:58 configure base-passwd:amd64 3.6.3build1 <none>
2025-01-06 20:13:58 status unpacked base-passwd:amd64 3.6.3build1
2025-01-06 20:13:58 status half-configured base-passwd:amd64 3.6.3build1
2025-01-06 20:13:58 status installed base-passwd:amd64 3.6.3build1
2025-01-06 20:13:58 configure bsdutils:amd64 1:2.39.3-9ubuntu6 <none>
2025-01-06 20:13:58 status unpacked bsdutils:amd64 1:2.39.3-9ubuntu6
2025-01-06 20:13:58 status half-configured bsdutils:amd64 1:2.39.3-9ubuntu6
2025-01-06 20:13:58 status installed bsdutils:amd64 1:2.39.3-9ubuntu6
2025-01-06 20:13:58 configure tar:amd64 1.35+dfsg-3build1 <none>
2025-01-06 20:13:58 status unpacked tar:amd64 1.35+dfsg-3build1
2025-01-06 20:13:58 status half-configured tar:amd64 1.35+dfsg-3build1
2025-01-06 20:13:58 status installed tar:amd64 1.35+dfsg-3build1
2025-01-06 20:13:58 configure libpam-modules-bin:amd64 1.5.3-5ubuntu5 <none>
2025-01-06 20:13:58 status unpacked libpam-modules-bin:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:58 status half-configured libpam-modules-bin:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:58 status installed libpam-modules-bin:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:58 configure coreutils:amd64 9.4-3ubuntu6 <none>
2025-01-06 20:13:58 status unpacked coreutils:amd64 9.4-3ubuntu6
2025-01-06 20:13:58 status half-configured coreutils:amd64 9.4-3ubuntu6
2025-01-06 20:13:58 status installed coreutils:amd64 9.4-3ubuntu6
2025-01-06 20:13:58 configure util-linux:amd64 2.39.3-9ubuntu6 <none>
2025-01-06 20:13:58 status unpacked util-linux:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:58 status half-configured util-linux:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:58 status installed util-linux:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:58 configure dpkg:amd64 1.22.6ubuntu6 <none>
2025-01-06 20:13:58 status unpacked dpkg:amd64 1.22.6ubuntu6
2025-01-06 20:13:58 status half-configured dpkg:amd64 1.22.6ubuntu6
2025-01-06 20:13:58 status installed dpkg:amd64 1.22.6ubuntu6
2025-01-06 20:13:58 configure mount:amd64 2.39.3-9ubuntu6 <none>
2025-01-06 20:13:58 status unpacked mount:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:58 status half-configured mount:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:58 status installed mount:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:58 configure dash:amd64 0.5.12-6ubuntu5 <none>
2025-01-06 20:13:58 status unpacked dash:amd64 0.5.12-6ubuntu5
2025-01-06 20:13:58 status half-configured dash:amd64 0.5.12-6ubuntu5
2025-01-06 20:13:58 status installed dash:amd64 0.5.12-6ubuntu5
2025-01-06 20:13:58 configure libpam-modules:amd64 1.5.3-5ubuntu5 <none>
2025-01-06 20:13:58 status unpacked libpam-modules:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:58 status half-configured libpam-modules:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:58 status installed libpam-modules:amd64 1.5.3-5ubuntu5
2025-01-06 20:13:58 configure perl-base:amd64 5.38.2-3.2build2 <none>
2025-01-06 20:13:58 status unpacked perl-base:amd64 5.38.2-3.2build2
2025-01-06 20:13:58 status half-configured perl-base:amd64 5.38.2-3.2build2
2025-01-06 20:13:58 status installed perl-base:amd64 5.38.2-3.2build2
2025-01-06 20:13:58 configure gzip:amd64 1.12-1ubuntu3 <none>
2025-01-06 20:13:58 status unpacked gzip:amd64 1.12-1ubuntu3
2025-01-06 20:13:58 status half-configured gzip:amd64 1.12-1ubuntu3
2025-01-06 20:13:58 status installed gzip:amd64 1.12-1ubuntu3
2025-01-06 20:13:58 configure passwd:amd64 1:4.13+dfsg1-4ubuntu3 <none>
2025-01-06 20:13:58 status unpacked passwd:amd64 1:4.13+dfsg1-4ubuntu3
2025-01-06 20:13:58 status half-configured passwd:amd64 1:4.13+dfsg1-4ubuntu3
2025-01-06 20:13:58 status installed passwd:amd64 1:4.13+dfsg1-4ubuntu3
2025-01-06 20:13:58 configure libpam-runtime:all 1.5.3-5ubuntu5 <none>
2025-01-06 20:13:58 status unpacked libpam-runtime:all 1.5.3-5ubuntu5
2025-01-06 20:13:58 status half-configured libpam-runtime:all 1.5.3-5ubuntu5
2025-01-06 20:13:58 status installed libpam-runtime:all 1.5.3-5ubuntu5
2025-01-06 20:13:58 configure login:amd64 1:4.13+dfsg1-4ubuntu3 <none>
2025-01-06 20:13:58 status unpacked login:amd64 1:4.13+dfsg1-4ubuntu3
2025-01-06 20:13:58 status half-configured login:amd64 1:4.13+dfsg1-4ubuntu3
2025-01-06 20:13:58 status installed login:amd64 1:4.13+dfsg1-4ubuntu3
2025-01-06 20:13:58 trigproc libc-bin:amd64 2.39-0ubuntu8 <none>
2025-01-06 20:13:58 status half-configured libc-bin:amd64 2.39-0ubuntu8
2025-01-06 20:13:58 status installed libc-bin:amd64 2.39-0ubuntu8
2025-01-06 20:13:59 startup archives install
2025-01-06 20:13:59 install libapparmor1:amd64 <none> 4.0.0-beta3-0ubuntu3
2025-01-06 20:13:59 status triggers-pending libc-bin:amd64 2.39-0ubuntu8
2025-01-06 20:13:59 status half-installed libapparmor1:amd64 4.0.0-beta3-0ubuntu3
2025-01-06 20:13:59 status unpacked libapparmor1:amd64 4.0.0-beta3-0ubuntu3
2025-01-06 20:13:59 install libargon2-1:amd64 <none> 0~20190702+dfsg-4build1
2025-01-06 20:13:59 status half-installed libargon2-1:amd64 0~20190702+dfsg-4build1
2025-01-06 20:13:59 status unpacked libargon2-1:amd64 0~20190702+dfsg-4build1
2025-01-06 20:13:59 install libcryptsetup12:amd64 <none> 2:2.7.0-1ubuntu4
2025-01-06 20:13:59 status half-installed libcryptsetup12:amd64 2:2.7.0-1ubuntu4
2025-01-06 20:13:59 status unpacked libcryptsetup12:amd64 2:2.7.0-1ubuntu4
2025-01-06 20:13:59 install libdevmapper1.02.1:amd64 <none> 2:1.02.185-3ubuntu3
2025-01-06 20:13:59 status half-installed libdevmapper1.02.1:amd64 2:1.02.185-3ubuntu3
2025-01-06 20:13:59 status unpacked libdevmapper1.02.1:amd64 2:1.02.185-3ubuntu3
2025-01-06 20:13:59 install libfdisk1:amd64 <none> 2.39.3-9ubuntu6
2025-01-06 20:13:59 status half-installed libfdisk1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:59 status unpacked libfdisk1:amd64 2.39.3-9ubuntu6
2025-01-06 20:13:59 install libjson-c5:amd64 <none> 0.17-1build1
2025-01-06 20:13:59 status half-installed libjson-c5:amd64 0.17-1build1
2025-01-06 20:13:59 status unpacked libjson-c5:amd64 0.17-1build1
2025-01-06 20:13:59 install libkmod2:amd64 <none> 31+20240202-2ubuntu7
2025-01-06 20:13:59 status half-installed libkmod2:amd64 31+20240202-2ubuntu7
2025-01-06 20:13:59 status unpacked libkmod2:amd64 31+20240202-2ubuntu7
2025-01-06 20:13:59 install libseccomp2:amd64 <none> 2.5.5-1ubuntu3
2025-01-06 20:13:59 status half-installed libseccomp2:amd64 2.5.5-1ubuntu3
2025-01-06 20:13:59 status unpacked libseccomp2:amd64 2.5.5-1ubuntu3
2025-01-06 20:13:59 install libsystemd-shared:amd64 <none> 255.4-1ubuntu8
2025-01-06 20:13:59 status half-installed libsystemd-shared:amd64 255.4-1ubuntu8
2025-01-06 20:13:59 status unpacked libsystemd-shared:amd64 255.4-1ubuntu8
2025-01-06 20:13:59 install systemd:amd64 <none> 255.4-1ubuntu8
2025-01-06 20:13:59 status half-installed systemd:amd64 255.4-1ubuntu8
2025-01-06 20:13:59 status unpacked systemd:amd64 255.4-1ubuntu8
2025-01-06 20:13:59 install systemd-dev:all <none> 255.4-1ubuntu8
2025-01-06 20:13:59 status half-installed systemd-dev:all 255.4-1ubuntu8
2025-01-06 20:13:59 status unpacked systemd-dev:all 255.4-1ubuntu8
2025-01-06 20:13:59 configure libapparmor1:amd64 4.0.0-beta3-0ubuntu3 4.0.0-beta3-0ubuntu3
2025-01-06 20:14:00 status half-configured libapparmor1:amd64 4.0.0-beta3-0ubuntu3
2025-01-06 20:14:00 status installed libapparmor1:amd64 4.0.0-beta3-0ubuntu3
2025-01-06 20:14:00 configure libargon2-1:amd64 0~20190702+dfsg-4build1 0~20190702+dfsg-4build1
2025-01-06 20:14:00 status half-configured libargon2-1:amd64 0~20190702+dfsg-4build1
2025-01-06 20:14:00 status installed libargon2-1:amd64 0~20190702+dfsg-4build1
2025-01-06 20:14:00 configure libdevmapper1.02.1:amd64 2:1.02.185-3ubuntu3 2:1.02.185-3ubuntu3
2025-01-06 20:14:00 status half-configured libdevmapper1.02.1:amd64 2:1.02.185-3ubuntu3
2025-01-06 20:14:00 status installed libdevmapper1.02.1:amd64 2:1.02.185-3ubuntu3
2025-01-06 20:14:00 configure libfdisk1:amd64 2.39.3-9ubuntu6 2.39.3-9ubuntu6
2025-01-06 20:14:00 status half-configured libfdisk1:amd64 2.39.3-9ubuntu6
2025-01-06 20:14:00 status installed libfdisk1:amd64 2.39.3-9ubuntu6
2025-01-06 20:14:00 configure libjson-c5:amd64 0.17-1build1 0.17-1build1
2025-01-06 20:14:00 status half-configured libjson-c5:amd64 0.17-1build1
2025-01-06 20:14:00 status installed libjson-c5:amd64 0.17-1build1
2025-01-06 20:14:00 configure libkmod2:amd64 31+20240202-2ubuntu7 31+20240202-2ubuntu7
2025-01-06 20:14:00 status half-configured libkmod2:amd64 31+20240202-2ubuntu7
2025-01-06 20:14:00 status installed libkmod2:amd64 31+20240202-2ubuntu7
2025-01-06 20:14:00 configure libseccomp2:amd64 2.5.5-1ubuntu3 2.5.5-1ubuntu3
2025-01-06 20:14:00 status half-configured libseccomp2:amd64 2.5.5-1ubuntu3
2025-01-06 20:14:00 status installed libseccomp2:amd64 2.5.5-1ubuntu3
2025-01-06 20:14:00 configure libsystemd-shared:amd64 255.4-1ubuntu8 255.4-1ubuntu8
2025-01-06 20:14:00 status half-configured libsystemd-shared:amd64 255.4-1ubuntu8
